,genres
3631,"[14, 0, 5]"
3632,"[14, 0, 9]"
3633,[0]
3634,[4]
3635,"[0, 2, 3, 4]"
3636,"[4, 6, 7]"
3637,"[4, 7]"
3638,"[0, 5]"
3639,"[4, 6, 7]"
3640,"[6, 7]"
3641,"[0, 13, 6, 8]"
3642,[4]
3643,"[0, 4, 8]"
3644,"[6, 10, 8]"
3645,[6]
3646,"[14, 6, 11]"
3647,"[6, 7]"
3648,"[6, 12, 7]"
3649,"[4, 6, 10]"
3650,[6]
3651,"[6, 7]"
3652,[6]
3653,"[4, 13, 10, 8]"
3654,[6]
3655,[4]
3656,"[14, 10, 8]"
3657,"[14, 4, 13, 6, 8]"
3658,[6]
3659,"[6, 8]"
3660,"[6, 7]"
3661,"[14, 0, 5]"
3662,"[14, 0, 5]"
3663,"[2, 5]"
3664,"[14, 6, 9, 8]"
3665,"[14, 4]"
3666,"[0, 3, 4]"
3667,"[14, 4, 13, 6]"
3668,"[4, 6, 7]"
3669,[4]
3670,"[9, 8]"
3671,"[14, 6]"
3672,[18]
3673,"[4, 6, 11]"
3674,"[10, 9, 8]"
3675,[16]
3676,"[14, 0, 6, 8]"
3677,"[6, 5, 1, 10, 8]"
3678,"[6, 7]"
3679,[6]
3680,"[14, 0, 2, 6, 5]"
3681,"[6, 7]"
3682,"[2, 9]"
3683,[6]
3684,"[4, 6]"
3685,[4]
3686,"[0, 3, 4, 6]"
3687,"[4, 7]"
3688,[4]
3689,"[6, 7]"
3690,"[4, 6]"
3691,"[4, 13, 6]"
3692,"[3, 4]"
3693,"[14, 8]"
3694,"[14, 9]"
3695,"[4, 13]"
3696,[4]
3697,"[3, 6]"
3698,"[4, 5]"
3699,"[3, 4, 6]"
3700,"[6, 1, 8]"
3701,"[4, 12, 7]"
3702,"[6, 11]"
3703,"[13, 6, 8]"
3704,"[0, 2, 3]"
3705,"[4, 13, 10]"
3706,"[6, 8]"
3707,[6]
3708,"[4, 13]"
3709,[6]
3710,[4]
3711,"[4, 10, 8]"
3712,"[4, 6]"
3713,"[6, 5, 10, 7, 8]"
3714,"[5, 1]"
3715,"[4, 6]"
3716,"[4, 6]"
3717,"[4, 7]"
3718,"[6, 1]"
3719,[18]
3720,[4]
3721,"[2, 5, 1, 9]"
3722,[6]
3723,"[4, 7]"
3724,"[14, 6, 11]"
3725,[14]
3726,[14]
3727,"[2, 3, 4, 12]"
3728,[1]
3729,"[4, 12, 7]"
3730,"[14, 4, 13]"
3731,"[14, 0, 9]"
3732,"[6, 7]"
3733,"[13, 6]"
3734,"[14, 9, 8]"
3735,[4]
3736,"[1, 9]"
3737,[6]
3738,"[6, 8]"
3739,[6]
3740,"[4, 1]"
3741,"[14, 0, 8]"
3742,[14]
3743,[4]
3744,"[4, 5]"
3745,"[0, 2, 3, 4]"
3746,"[14, 1, 9, 8]"
3747,"[14, 4]"
3748,[6]
3749,"[4, 7]"
3750,[18]
3751,"[6, 7]"
3752,"[6, 7]"
3753,[4]
3754,[6]
3755,[6]
3756,"[18, 6]"
3757,"[14, 6]"
3758,"[4, 7]"
3759,"[14, 0]"
3760,"[14, 4]"
3761,"[14, 4]"
3762,"[14, 4]"
3763,[4]
3764,"[14, 1, 8]"
3765,[4]
3766,[6]
3767,[6]
3768,"[14, 0, 9, 8]"
3769,"[4, 13, 6]"
3770,[8]
3771,[6]
3772,"[6, 5, 7]"
3773,[6]
3774,[6]
3775,[6]
3776,"[4, 7]"
3777,"[4, 7]"
3778,[8]
3779,[4]
3780,"[4, 7]"
3781,"[4, 13]"
3782,"[18, 11]"
3783,"[13, 6, 10]"
3784,[4]
3785,"[6, 8]"
3786,"[13, 6, 8]"
3787,"[4, 7]"
3788,"[6, 8]"
3789,"[4, 7]"
3790,"[4, 7]"
3791,"[14, 0, 6, 8, 16]"
3792,"[4, 7]"
3793,"[6, 11]"
3794,[4]
3795,[4]
3796,"[4, 7]"
3797,"[3, 1, 10, 8]"
3798,"[13, 8]"
3799,"[14, 0, 5, 8]"
3800,"[7, 8]"
3801,"[13, 8]"
3802,[4]
3803,[6]
3804,"[1, 9, 8]"
3805,"[4, 7]"
3806,[18]
3807,"[6, 7]"
3808,"[13, 6, 8]"
3809,"[13, 6]"
3810,"[4, 13]"
3811,[4]
3812,[6]
3813,"[4, 6]"
3814,[6]
3815,[6]
3816,"[6, 7]"
3817,[6]
3818,"[4, 6]"
3819,"[14, 0, 9, 8]"
3820,"[4, 6]"
3821,"[1, 9]"
3822,[0]
3823,[0]
3824,[0]
3825,[4]
3826,"[6, 8]"
3827,"[6, 7]"
3828,"[12, 16]"
3829,"[6, 7, 11]"
3830,"[4, 12, 16]"
3831,"[4, 6, 7]"
3832,"[14, 0, 9, 15]"
3833,[6]
3834,"[4, 6, 7]"
3835,[4]
3836,"[13, 6]"
3837,[18]
3838,"[6, 8]"
3839,"[14, 13, 6, 10, 8]"
3840,"[0, 2, 3, 16]"
3841,[6]
3842,[6]
3843,"[4, 9]"
3844,[6]
3845,"[6, 8]"
3846,[4]
3847,"[6, 7]"
3848,[14]
3849,"[6, 9]"
3850,"[14, 4, 13]"
3851,"[4, 6]"
3852,"[4, 6, 8]"
3853,"[6, 5]"
3854,"[14, 10, 8]"
3855,"[0, 3, 4, 5, 10]"
3856,"[14, 6, 11]"
3857,[6]
3858,[4]
3859,"[14, 13, 8]"
3860,"[13, 6, 7, 8]"
3861,"[6, 11]"
3862,[4]
3863,[4]
3864,"[0, 6, 1, 10, 8]"
3865,"[6, 17, 8]"
3866,[16]
3867,"[4, 9, 8]"
3868,"[14, 4]"
3869,[16]
3870,"[14, 4, 13]"
3871,[4]
3872,"[0, 2, 3, 9]"
3873,"[14, 13, 10, 9, 8]"
3874,"[0, 6]"
3875,[6]
3876,"[0, 2, 3, 4]"
3877,"[4, 7]"
3878,"[4, 6, 7]"
3879,"[4, 6, 7]"
3880,"[3, 4, 7]"
3881,"[4, 7]"
3882,"[4, 6]"
3883,"[4, 16]"
3884,"[3, 4, 5]"
3885,"[14, 4, 9]"
3886,"[14, 2, 3, 4]"
3887,"[4, 6]"
3888,"[0, 4]"
3889,"[14, 0, 5]"
3890,"[13, 6]"
3891,"[13, 6, 8]"
3892,"[4, 6, 7]"
3893,[9]
3894,"[4, 7]"
3895,"[6, 7]"
3896,"[3, 6, 12]"
3897,"[6, 10, 8]"
3898,"[1, 8]"
3899,"[6, 7]"
3900,"[14, 4, 1, 9]"
3901,"[14, 0, 6, 8]"
3902,"[3, 4]"
3903,[4]
3904,[18]
3905,"[4, 6, 7]"
3906,[4]
3907,[1]
3908,"[14, 4]"
3909,"[14, 0, 4]"
3910,"[0, 4, 9]"
3911,[6]
3912,"[0, 6, 7]"
3913,[4]
3914,"[4, 10]"
3915,"[1, 9, 8]"
3916,"[4, 6, 7]"
3917,"[0, 3]"
3918,"[4, 6]"
3919,"[13, 6, 10, 8]"
3920,"[14, 13, 8]"
3921,"[4, 6, 12]"
3922,[4]
3923,"[4, 18]"
3924,[6]
3925,"[14, 13, 6]"
3926,"[14, 6, 9]"
3927,"[14, 0, 4, 9]"
3928,"[0, 6, 7]"
3929,"[4, 6, 7]"
3930,"[6, 7]"
3931,"[6, 8]"
3932,"[4, 7]"
3933,"[4, 6, 5, 9]"
3934,[6]
3935,"[4, 7]"
3936,"[6, 12]"
3937,"[2, 3, 5]"
3938,"[2, 3]"
3939,"[14, 0, 5, 7]"
3940,"[14, 4, 7, 11]"
3941,"[14, 1, 9]"
3942,"[9, 8]"
3943,[4]
3944,"[12, 16]"
3945,"[4, 13, 7, 8]"
3946,"[13, 1, 8]"
3947,"[4, 12]"
3948,"[6, 8]"
3949,"[13, 6]"
3950,[8]
3951,[4]
3952,"[13, 1, 8]"
3953,"[6, 1, 8]"
3954,[4]
3955,"[4, 13]"
3956,"[14, 13]"
3957,"[13, 6]"
3958,"[4, 6]"
3959,[14]
3960,[4]
3961,"[0, 4]"
3962,[4]
3963,[4]
3964,[1]
3965,"[4, 6]"
3966,[13]
3967,"[3, 4]"
3968,"[0, 4, 9]"
3969,"[4, 9]"
3970,"[3, 6]"
3971,"[4, 13]"
3972,"[4, 13]"
3973,"[4, 9]"
3974,"[4, 6]"
3975,"[6, 8]"
3976,"[14, 8]"
3977,"[4, 6]"
3978,"[0, 11]"
3979,"[14, 8]"
3980,"[4, 13, 12, 10]"
3981,"[6, 7]"
3982,[6]
3983,"[4, 6, 7]"
3984,"[0, 2, 5]"
3985,[18]
3986,"[4, 7]"
3987,"[14, 4]"
3988,"[6, 7]"
3989,"[14, 4, 13, 6, 8]"
3990,"[2, 3, 12]"
3991,"[13, 10, 8]"
3992,[6]
3993,[6]
3994,[6]
3995,"[4, 13]"
3996,[6]
3997,"[14, 0, 5, 9]"
3998,"[1, 9]"
3999,[18]
4000,[6]
4001,"[6, 7]"
4002,[1]
4003,[4]
4004,"[2, 4, 11]"
4005,"[14, 0, 4, 13, 6]"
4006,[1]
4007,[7]
4008,"[14, 4, 13]"
4009,"[4, 6, 7, 8]"
4010,"[6, 5]"
4011,[6]
4012,[18]
4013,"[4, 18]"
4014,"[0, 2, 3, 5]"
4015,"[4, 6, 7]"
4016,"[4, 7]"
4017,"[14, 4, 13, 8]"
4018,"[1, 10, 8]"
4019,"[13, 6]"
4020,[6]
4021,[18]
4022,"[4, 6]"
4023,[6]
4024,"[13, 6]"
4025,"[2, 6, 11]"
4026,"[4, 6, 7]"
4027,"[4, 6, 12]"
4028,[6]
4029,[16]
4030,"[14, 0, 5, 9]"
4031,"[1, 9]"
4032,"[4, 6]"
4033,"[6, 7]"
4034,[4]
4035,"[10, 8]"
4036,"[14, 0, 4]"
4037,[6]
4038,"[4, 7]"
4039,[8]
4040,"[18, 1]"
4041,"[18, 1]"
4042,"[6, 7]"
4043,"[4, 6]"
4044,"[4, 6]"
4045,"[14, 1, 10, 9]"
4046,"[6, 11]"
4047,"[6, 1]"
4048,"[4, 7]"
4049,"[1, 10]"
4050,"[6, 1, 9, 8]"
4051,"[4, 13]"
4052,"[4, 5]"
4053,"[6, 1, 8]"
4054,[6]
4055,[4]
4056,"[1, 9]"
4057,[4]
4058,"[14, 6, 8]"
4059,[1]
4060,"[14, 4, 18]"
4061,"[14, 6]"
4062,"[10, 8]"
4063,[6]
4064,"[6, 7]"
4065,"[4, 6]"
4066,"[14, 0, 4]"
4067,"[5, 1]"
4068,"[6, 7, 11]"
4069,"[4, 11]"
4070,[4]
4071,"[14, 0, 4, 13]"
4072,"[3, 4, 5, 7]"
4073,"[13, 8]"
4074,[6]
4075,"[6, 7]"
4076,"[0, 5]"
4077,"[6, 11]"
4078,"[6, 7]"
4079,"[18, 12]"
4080,"[7, 16]"
4081,"[6, 8]"
4082,"[4, 6, 7]"
4083,"[14, 1]"
4084,"[4, 7]"
4085,[6]
4086,"[0, 6]"
4087,"[4, 6]"
4088,"[0, 7]"
4089,"[14, 6]"
4090,[6]
4091,[4]
4092,"[1, 9, 8]"
4093,"[4, 6, 7]"
4094,[4]
4095,"[13, 6, 8]"
4096,"[14, 0, 8]"
4097,[6]
4098,[4]
4099,[6]
4100,"[6, 8, 11]"
4101,"[6, 7]"
4102,"[2, 4, 12]"
4103,"[14, 0, 13, 8]"
4104,"[6, 7, 9]"
4105,"[0, 2, 3, 9, 15]"
4106,"[1, 8]"
4107,"[4, 1]"
4108,"[13, 6]"
4109,"[6, 7]"
4110,"[4, 6]"
4111,"[1, 8]"
4112,"[13, 6, 8]"
4113,[4]
4114,"[14, 6, 11]"
4115,"[4, 13]"
4116,"[13, 6]"
4117,"[4, 6, 7]"
4118,"[14, 9, 8]"
4119,"[4, 6, 1]"
4120,"[4, 13]"
4121,"[14, 6, 11]"
4122,[9]
4123,[14]
4124,[1]
4125,"[4, 6, 12, 7]"
4126,"[4, 7]"
4127,[18]
4128,"[4, 13, 10, 8]"
4129,"[4, 6, 12, 7]"
4130,[4]
4131,"[4, 7]"
4132,"[14, 6, 9, 8]"
4133,"[4, 6]"
4134,[6]
4135,[8]
4136,[6]
4137,"[0, 5]"
4138,"[6, 11]"
4139,"[13, 6]"
4140,[6]
4141,"[13, 6]"
4142,"[4, 7]"
4143,"[13, 6, 8]"
4144,"[14, 8]"
4145,"[6, 8]"
4146,[6]
4147,"[14, 11]"
4148,"[4, 13, 6]"
4149,"[4, 6, 7]"
4150,"[4, 6, 7]"
4151,"[2, 3, 6, 5]"
4152,"[0, 5]"
4153,"[6, 7, 11]"
4154,"[1, 9]"
4155,"[1, 10, 8]"
4156,"[6, 7]"
4157,[6]
4158,[6]
4159,"[13, 6]"
4160,"[3, 4, 5]"
4161,"[4, 13, 6, 12]"
4162,"[6, 7]"
4163,[6]
4164,"[6, 7]"
4165,"[6, 11]"
4166,"[14, 0, 2, 5, 9]"
4167,"[4, 6]"
4168,[6]
4169,"[4, 13, 6, 8]"
4170,"[4, 18]"
4171,"[4, 7]"
4172,"[13, 6, 8]"
4173,"[4, 7]"
4174,"[14, 4]"
4175,"[14, 4]"
4176,"[14, 0, 13, 6, 8]"
4177,"[4, 6]"
4178,"[13, 6, 10, 8]"
4179,[6]
4180,"[4, 13, 6, 7]"
4181,[4]
4182,"[6, 7]"
4183,"[4, 12]"
4184,"[6, 7]"
4185,[4]
4186,"[13, 6, 7]"
4187,"[4, 7]"
4188,"[4, 7]"
4189,"[1, 8]"
4190,[6]
4191,[18]
4192,"[1, 8]"
4193,[6]
4194,"[14, 13, 6]"
4195,[6]
4196,"[14, 13, 6]"
4197,"[1, 8]"
4198,"[14, 8]"
4199,"[4, 7]"
4200,[18]
4201,"[6, 1]"
4202,"[6, 17]"
4203,"[4, 13]"
4204,[6]
4205,"[14, 9, 8]"
4206,"[13, 6, 8]"
4207,[4]
4208,"[2, 3, 5]"
4209,[14]
4210,"[4, 7]"
4211,"[6, 10, 8]"
4212,[4]
4213,"[6, 11]"
4214,"[0, 7]"
4215,"[0, 4, 12]"
4216,[4]
4217,"[4, 18]"
4218,[18]
4219,[4]
4220,"[4, 18, 12]"
4221,"[1, 10, 8]"
4222,[4]
4223,"[4, 13]"
4224,"[1, 8]"
4225,"[6, 1, 8]"
4226,"[4, 9]"
4227,"[4, 7]"
4228,"[14, 0, 4]"
4229,"[14, 13]"
4230,"[2, 3]"
4231,"[6, 7]"
4232,"[0, 6]"
4233,"[7, 8]"
4234,[4]
4235,"[0, 3]"
4236,"[0, 3, 6]"
4237,"[6, 7]"
4238,"[6, 11]"
4239,[4]
4240,"[4, 12, 7]"
4241,"[6, 9]"
4242,"[14, 13, 6, 8]"
4243,"[14, 6, 11]"
4244,"[13, 6, 8]"
4245,[4]
4246,[7]
4247,"[4, 6, 8]"
4248,[18]
4249,"[14, 13, 6, 8]"
4250,"[6, 10]"
4251,"[6, 7]"
4252,"[4, 6, 7]"
4253,[4]
4254,[4]
4255,"[14, 4]"
4256,[4]
4257,"[14, 6, 8]"
4258,"[13, 6, 10, 8]"
4259,[6]
4260,[6]
4261,[6]
4262,"[4, 6, 7]"
4263,"[14, 6, 8]"
4264,"[6, 1, 8]"
4265,[6]
4266,"[4, 13, 6]"
4267,[6]
4268,"[4, 7, 8]"
4269,"[0, 3, 6]"
4270,"[6, 10]"
4271,"[6, 11]"
4272,[6]
4273,"[4, 6, 7]"
4274,"[0, 3, 9]"
4275,"[4, 6, 7]"
4276,"[1, 10, 8]"
4277,[6]
4278,"[4, 6, 12, 7]"
4279,[6]
4280,[4]
4281,"[6, 1, 9, 8]"
4282,"[2, 3]"
4283,"[4, 7]"
4284,"[4, 7]"
4285,"[6, 8, 11]"
4286,"[14, 6, 9, 8]"
4287,[4]
4288,"[4, 6, 7]"
4289,"[6, 8]"
4290,"[4, 6, 7]"
4291,[18]
4292,"[6, 5]"
4293,"[4, 6, 7]"
4294,"[6, 17, 10, 7]"
4295,"[13, 6]"
4296,"[14, 13, 6, 8]"
4297,"[6, 8]"
4298,"[14, 2, 9, 8]"
4299,[6]
4300,"[4, 13, 6]"
4301,[4]
4302,"[13, 6]"
4303,"[18, 15]"
4304,[1]
4305,"[13, 6]"
4306,"[14, 0, 9]"
4307,[4]
4308,"[4, 12]"
4309,"[0, 3, 4, 10]"
4310,"[4, 13]"
4311,[18]
4312,"[14, 4, 13]"
4313,"[6, 8]"
4314,[9]
4315,"[10, 9]"
4316,"[6, 9]"
4317,[18]
4318,"[4, 13, 7]"
4319,"[4, 6]"
4320,[4]
4321,"[4, 13]"
4322,[4]
4323,"[0, 3, 4, 5, 12]"
4324,"[4, 6]"
4325,[4]
4326,"[13, 8]"
4327,"[13, 1, 10, 8]"
4328,"[4, 6]"
4329,[18]
4330,[6]
4331,"[13, 6]"
4332,[18]
4333,"[3, 4, 7]"
4334,"[14, 0, 9, 8]"
4335,[6]
4336,"[13, 6, 8]"
4337,[6]
4338,"[13, 6, 8]"
4339,"[3, 4]"
4340,"[4, 6]"
4341,[6]
4342,"[4, 6, 7]"
4343,"[4, 6, 7]"
4344,"[4, 6, 12]"
4345,"[6, 12]"
4346,[12]
4347,"[6, 12]"
4348,"[14, 0, 2, 3, 5, 9]"
4349,"[4, 12, 7]"
4350,"[4, 12, 7]"
4351,"[14, 0, 9, 8, 15]"
4352,"[4, 7]"
4353,[18]
4354,"[4, 6, 7]"
4355,"[2, 3]"
4356,"[4, 6, 5, 7]"
4357,[4]
4358,[18]
4359,"[4, 6]"
4360,"[0, 2, 3, 4]"
4361,"[14, 13]"
4362,"[1, 8]"
4363,[18]
4364,[6]
4365,"[14, 13, 8]"
4366,[6]
4367,[16]
4368,"[14, 4, 13, 8]"
4369,[12]
4370,"[14, 6, 1, 9, 8]"
4371,[18]
4372,[4]
4373,"[0, 3]"
4374,"[4, 7]"
4375,"[4, 18]"
4376,[4]
4377,"[4, 16]"
4378,"[4, 6]"
4379,[14]
4380,"[6, 11, 16]"
4381,"[4, 13, 10, 7]"
4382,[4]
4383,"[3, 6]"
4384,"[4, 11, 16]"
4385,[16]
4386,[18]
4387,[11]
4388,[6]
4389,"[6, 8]"
4390,"[4, 7]"
4391,"[14, 0, 6]"
4392,[6]
4393,[6]
4394,[18]
4395,[6]
4396,[6]
4397,"[6, 16]"
4398,"[3, 4]"
4399,[6]
4400,"[6, 7]"
4401,"[10, 8]"
4402,[6]
4403,"[4, 12]"
4404,[4]
4405,"[12, 7]"
4406,"[14, 13, 6]"
4407,"[4, 6, 7]"
4408,"[14, 1, 9]"
4409,"[14, 0, 4, 13, 8]"
4410,"[14, 8]"
4411,"[6, 7]"
4412,"[6, 7]"
4413,[1]
4414,"[13, 17]"
4415,[6]
4416,[6]
4417,"[4, 7]"
4418,"[0, 7]"
4419,[4]
4420,"[6, 1, 10, 8]"
4421,[4]
4422,"[14, 0, 9]"
4423,[4]
4424,"[0, 2, 3, 5]"
4425,"[14, 0, 9]"
4426,"[6, 10, 8]"
4427,"[14, 0, 4, 5]"
4428,"[14, 5, 9]"
4429,"[4, 6, 11]"
4430,"[6, 7]"
4431,"[6, 5]"
4432,"[14, 4, 13, 8]"
4433,"[4, 6, 7]"
4434,"[14, 4, 8]"
4435,"[4, 7]"
4436,"[13, 6, 8]"
4437,[6]
4438,"[4, 12]"
4439,"[0, 3, 4, 6]"
4440,"[4, 6]"
4441,"[3, 4]"
4442,"[14, 4]"
4443,"[4, 11]"
4444,"[4, 6]"
4445,"[14, 0, 4, 7, 8]"
4446,[6]
4447,"[14, 0, 3]"
4448,"[4, 13, 6, 11]"
4449,"[4, 12]"
4450,[6]
4451,"[4, 13]"
4452,"[4, 6]"
4453,"[14, 9, 8]"
4454,"[14, 6]"
4455,[4]
4456,[4]
4457,"[4, 6, 10]"
4458,"[14, 4, 13, 8]"
4459,"[14, 9]"
4460,"[0, 4, 13, 8]"
4461,[4]
4462,"[4, 13, 7]"
4463,"[7, 8]"
4464,[6]
4465,[6]
4466,"[3, 4, 5]"
4467,"[14, 8]"
4468,"[4, 6, 7]"
4469,"[14, 9]"
4470,[18]
4471,"[13, 6, 17]"
4472,[4]
4473,[6]
4474,[6]
4475,[18]
4476,"[4, 13]"
4477,"[14, 1, 8]"
4478,"[14, 4]"
4479,[16]
4480,"[14, 4]"
4481,[4]
4482,"[4, 6]"
4483,"[14, 0, 3, 5]"
4484,"[0, 3, 4]"
4485,[4]
4486,"[13, 1, 10, 8]"
4487,"[1, 9, 8]"
4488,"[4, 7]"
4489,"[4, 7]"
4490,"[6, 8]"
4491,[6]
4492,"[6, 7]"
4493,"[14, 0, 6, 9]"
4494,"[4, 6]"
4495,"[0, 9]"
4496,"[1, 9]"
4497,"[4, 7]"
4498,"[4, 1, 9]"
4499,"[6, 5, 12, 7]"
4500,"[4, 13]"
4501,"[4, 13]"
4502,"[14, 0]"
4503,"[1, 7]"
4504,"[4, 6, 5]"
4505,[18]
4506,"[6, 7]"
4507,[6]
4508,[4]
4509,[6]
4510,"[6, 9]"
4511,[18]
4512,"[6, 7]"
4513,"[14, 4, 13, 5]"
4514,"[4, 7]"
4515,"[4, 6]"
4516,"[4, 6, 7]"
4517,"[6, 16]"
4518,[18]
4519,"[1, 8]"
4520,"[4, 6, 12, 7]"
4521,[6]
4522,[4]
4523,"[4, 13, 6, 8]"
4524,[6]
4525,"[1, 8]"
4526,"[4, 13, 6]"
4527,"[14, 0, 13, 8]"
4528,"[4, 6, 7]"
4529,"[4, 6, 7]"
4530,"[2, 6, 7]"
4531,[1]
4532,[4]
4533,"[14, 4, 13]"
4534,"[14, 0, 6]"
4535,"[14, 7]"
4536,[14]
4537,"[4, 13, 6]"
4538,"[1, 9, 8]"
4539,"[4, 12, 7]"
4540,"[4, 7, 9, 8]"
4541,"[4, 1]"
4542,"[1, 7]"
4543,[1]
4544,"[4, 6, 7]"
4545,"[6, 8]"
4546,[6]
4547,"[3, 4, 6]"
4548,"[14, 5, 1]"
4549,"[4, 1]"
4550,"[0, 6]"
4551,"[4, 13]"
4552,"[14, 0, 4]"
4553,"[4, 6, 7]"
4554,[6]
4555,[4]
4556,"[6, 7]"
4557,[18]
4558,"[2, 4, 5]"
4559,"[5, 1, 9, 8]"
4560,[18]
4561,"[4, 6, 12, 7]"
4562,[6]
4563,[18]
4564,"[4, 12]"
4565,"[4, 6]"
4566,"[4, 12, 7, 16]"
4567,[6]
4568,"[6, 8]"
4569,"[4, 6, 7]"
4570,"[6, 10, 7]"
4571,"[6, 5, 9]"
4572,[6]
4573,"[3, 4, 6]"
4574,"[3, 4]"
4575,"[13, 6]"
4576,"[13, 6]"
4577,"[3, 4, 13, 12]"
4578,"[14, 13]"
4579,"[1, 10, 8]"
4580,"[4, 13]"
4581,[4]
4582,"[14, 0, 11]"
4583,[8]
4584,"[6, 8]"
4585,[4]
4586,"[14, 4, 8]"
4587,"[14, 4]"
4588,[4]
4589,"[0, 6]"
4590,"[6, 11]"
4591,"[6, 1, 8]"
4592,[4]
4593,[4]
4594,[6]
4595,"[14, 1, 9]"
4596,[9]
4597,"[4, 6, 7]"
4598,"[6, 5, 12]"
4599,"[4, 6]"
4600,"[6, 7]"
4601,"[13, 6]"
4602,[4]
4603,"[6, 12]"
4604,"[14, 0, 2, 5]"
4605,[6]
4606,"[13, 6]"
4607,"[13, 6, 8]"
4608,"[4, 12]"
4609,"[4, 6]"
4610,"[13, 6, 10, 8]"
4611,"[13, 18]"
4612,"[13, 6, 10]"
4613,"[14, 1]"
4614,"[4, 7]"
4615,"[14, 13, 8]"
4616,"[6, 8]"
4617,[1]
4618,"[4, 6]"
4619,"[14, 0, 9]"
4620,"[6, 7]"
4621,"[13, 6, 8]"
4622,"[13, 6, 10, 7, 8]"
4623,"[6, 7, 11]"
4624,[6]
4625,"[4, 1]"
4626,"[0, 2, 3]"
4627,[6]
4628,"[14, 4, 13]"
4629,[6]
4630,[9]
4631,"[0, 4, 6, 5, 10, 9, 8]"
4632,[8]
4633,[12]
4634,"[4, 12, 7]"
4635,[6]
4636,"[13, 8]"
4637,"[6, 7, 8]"
4638,"[13, 6]"
4639,"[14, 0, 9, 8, 15]"
4640,[18]
4641,"[3, 4, 5]"
4642,[18]
4643,"[6, 7]"
4644,"[4, 6, 7]"
4645,[4]
4646,[18]
4647,"[14, 2, 3, 5]"
4648,"[0, 6, 11]"
4649,[18]
4650,"[4, 10, 9]"
4651,"[0, 8, 16]"
4652,"[3, 4]"
4653,"[1, 8]"
4654,"[13, 6, 10, 7, 8]"
4655,"[4, 13, 6, 10, 7]"
4656,"[4, 13]"
4657,"[3, 4, 5, 1]"
4658,"[14, 0, 9]"
4659,[6]
4660,[18]
4661,[18]
4662,[18]
4663,"[14, 13, 5, 9, 8]"
4664,"[1, 10]"
4665,"[6, 9]"
4666,"[4, 7]"
4667,"[6, 8]"
4668,"[6, 7, 8]"
4669,"[4, 13]"
4670,"[6, 1, 8]"
4671,"[4, 6]"
4672,"[6, 9, 8]"
4673,[6]
4674,"[6, 11]"
4675,"[6, 7]"
4676,[6]
4677,[6]
4678,"[0, 6, 7]"
4679,"[13, 5, 1]"
4680,"[13, 6, 8]"
4681,"[14, 0, 4, 13, 6]"
4682,"[4, 6]"
4683,"[4, 6, 7]"
4684,"[14, 4]"
4685,"[14, 9]"
4686,"[13, 6]"
4687,[6]
4688,"[4, 7]"
4689,"[14, 0, 4]"
4690,"[1, 10, 9, 8]"
4691,"[14, 4, 13, 8]"
4692,[4]
4693,"[14, 4, 13, 6, 8]"
4694,"[6, 7]"
4695,[6]
4696,"[6, 7]"
4697,"[4, 5]"
4698,"[6, 17, 8]"
4699,"[4, 7]"
4700,"[14, 6]"
4701,"[14, 8]"
4702,"[13, 6, 8]"
4703,"[4, 6]"
4704,"[4, 6, 7]"
4705,"[14, 6, 1, 8]"
4706,"[4, 6, 7]"
4707,[6]
4708,"[6, 11]"
4709,[4]
4710,"[14, 16]"
4711,"[4, 13]"
4712,[6]
4713,"[14, 13, 6, 8]"
4714,"[6, 7, 8]"
4715,"[4, 7]"
4716,"[6, 7]"
4717,"[4, 5]"
4718,"[4, 6]"
4719,"[6, 7]"
4720,"[14, 13, 6, 8]"
4721,"[4, 13]"
4722,"[13, 6, 10, 7, 8]"
4723,"[3, 5]"
4724,"[4, 5, 1, 8]"
4725,"[14, 13, 6]"
4726,"[14, 0, 4, 13]"
4727,"[4, 12, 7]"
4728,"[4, 12, 7]"
4729,[4]
4730,[6]
4731,"[4, 12, 7]"
4732,[6]
4733,"[4, 12, 7]"
4734,"[14, 13, 6]"
4735,"[4, 5, 7]"
4736,[4]
4737,"[3, 6]"
4738,"[6, 12]"
4739,"[6, 7]"
4740,[6]
4741,"[0, 6]"
4742,"[6, 5]"
4743,"[6, 11]"
4744,"[4, 6, 5, 7]"
4745,[6]
4746,"[14, 0, 16]"
4747,[6]
4748,"[14, 6, 7, 16]"
4749,"[4, 13, 10]"
4750,[4]
4751,"[0, 4, 12]"
4752,"[14, 13, 6, 8]"
4753,[6]
4754,[6]
4755,"[6, 12, 7]"
4756,"[4, 7]"
4757,[6]
4758,"[4, 7]"
4759,"[4, 7]"
4760,"[4, 6]"
4761,"[0, 6]"
4762,"[6, 7]"
4763,"[4, 6]"
4764,"[14, 0, 6]"
4765,[4]
4766,"[6, 7]"
4767,[4]
4768,[18]
4769,"[0, 2, 6, 5, 9]"
4770,"[4, 7]"
4771,"[4, 13, 6]"
4772,[4]
4773,"[4, 11]"
4774,"[4, 8]"
4775,"[14, 13, 6]"
4776,"[6, 7]"
4777,"[6, 1, 8]"
4778,"[1, 10, 8]"
4779,"[1, 10, 8]"
4780,"[4, 1]"
4781,"[2, 6, 9, 11]"
4782,"[4, 7]"
4783,"[4, 6, 11]"
4784,"[6, 5, 10, 9]"
4785,[18]
4786,[6]
4787,"[14, 6, 8]"
4788,[6]
4789,"[4, 12, 7]"
4790,"[6, 8]"
4791,"[4, 6, 7]"
